Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD22012000003483,Outside,,01/20/2022 12:00:00 AM,18:02:23,006,CODE 6
PD22012000003262,Harbor,0528,01/20/2022 12:00:00 AM,18:02:11,507A,AUTO REPAIR
PD22012000002084,Central,0101,01/20/2022 12:00:00 AM,18:02:03,459I,INVEST
PD22012000003480,Outside,,01/20/2022 12:00:00 AM,18:01:45,902,TRAFFIC STOP
PD22012000003479,Outside,,01/20/2022 12:00:00 AM,18:01:44,006,CODE 6
PD22012000003477,Outside,,01/20/2022 12:00:00 AM,18:01:18,006,CODE 6
PD22012000003475,Outside,,01/20/2022 12:00:00 AM,18:01:13,006,CODE 6
PD22012000003468,77th Street,1269,01/20/2022 12:00:00 AM,18:01:10,9286,GUN
PD22012000003474,Outside,,01/20/2022 12:00:00 AM,18:01:02,006,CODE 6
PD22012000003472,Outside,,01/20/2022 12:00:00 AM,18:00:27,006,CODE 6
PD22012000003470,Southeast,1846,01/20/2022 12:00:00 AM,18:00:22,006,CODE 6
PD22012000003457,Central,0123,01/20/2022 12:00:00 AM,18:00:09,447PS,POSS SUSP
PD22012000003346,N Hollywood,1555,01/20/2022 12:00:00 AM,17:59:39,507O,OTHER
PD22012000003462,Outside,,01/20/2022 12:00:00 AM,17:59:16,006,CODE 6
PD22012000003461,Outside,,01/20/2022 12:00:00 AM,17:58:58,902,TRAFFIC STOP
PD22012000003218,Foothill,1642,01/20/2022 12:00:00 AM,17:58:43,620B,BUSN
PD22012000003459,Outside,,01/20/2022 12:00:00 AM,17:58:40,006,CODE 6
PD22012000003422,N Hollywood,1533,01/20/2022 12:00:00 AM,17:58:07,921C,COMPLAINT
PD22012000003456,Outside,,01/20/2022 12:00:00 AM,17:57:37,006,CODE 6
PD22012000003455,Outside,,01/20/2022 12:00:00 AM,17:57:36,006,CODE 6
PD22012000003411,West Valley,1097,01/20/2022 12:00:00 AM,17:57:21,620N,NEIGHBOR
PD22012000003393,Devonshire,1794,01/20/2022 12:00:00 AM,17:57:15,415M,MAN
PD22012000003454,Outside,,01/20/2022 12:00:00 AM,17:57:11,006,CODE 6
PD22012000003453,Outside,,01/20/2022 12:00:00 AM,17:57:10,006,CODE 6
PD22012000003355,West Valley,1006,01/20/2022 12:00:00 AM,17:57:10,620B,BUSN
PD22012000003337,West Valley,1061,01/20/2022 12:00:00 AM,17:57:04,620L,LANDLORD/TENANT
PD22012000003372,77th Street,1241,01/20/2022 12:00:00 AM,17:57:03,620F,FAMILY
PD22012000003302,Northeast,1127,01/20/2022 12:00:00 AM,17:56:38,459I,INVEST
PD22012000003419,Mission,1987,01/20/2022 12:00:00 AM,17:56:34,242SN,SUSP NOW
PD22012000003449,Outside,,01/20/2022 12:00:00 AM,17:56:04,006,CODE 6
PD22012000003447,Outside,,01/20/2022 12:00:00 AM,17:55:45,006,CODE 6
PD22012000003445,Southeast,1823,01/20/2022 12:00:00 AM,17:55:36,006,CODE 6
PD22012000003444,Outside,,01/20/2022 12:00:00 AM,17:55:28,006,CODE 6
PD22012000003443,Southeast,1846,01/20/2022 12:00:00 AM,17:55:10,006,CODE 6
PD22012000003347,Pacific,1406,01/20/2022 12:00:00 AM,17:54:41,9212N,TRESPASS SUSP NOW
PD22012000003441,Outside,,01/20/2022 12:00:00 AM,17:54:41,006,CODE 6
PD22012000003440,Outside,,01/20/2022 12:00:00 AM,17:54:40,902,TRAFFIC STOP
PD22012000003439,Outside,,01/20/2022 12:00:00 AM,17:54:33,902,TRAFFIC STOP
PD22012000003356,Olympic,2024,01/20/2022 12:00:00 AM,17:54:27,242D,DOM VIOL
PD22012000003261,Newton,1343,01/20/2022 12:00:00 AM,17:54:01,415W,WOMAN
PD22012000003241,Newton,1317,01/20/2022 12:00:00 AM,17:53:58,374,ILLEGAL DUMPING
PD22012000003025,Newton,1353,01/20/2022 12:00:00 AM,17:53:54,620F,FAMILY
PD22012000003434,Topanga,2126,01/20/2022 12:00:00 AM,17:53:17,50321,RECOVERED STOLEN
PD22012000003389,Hollywood,0663,01/20/2022 12:00:00 AM,17:53:09,415M,MAN
PD22012000003417,Rampart,0271,01/20/2022 12:00:00 AM,17:52:52,904A,AMB
PD22012000003352,Olympic,2016,01/20/2022 12:00:00 AM,17:52:35,907P3,POSS ATT SUICIDE
PD22012000003403,77th Street,1213,01/20/2022 12:00:00 AM,17:52:34,415G3,GROUP W/GUN
PD22012000003429,Outside,,01/20/2022 12:00:00 AM,17:52:11,006,CODE 6
PD22012000003428,Outside,,01/20/2022 12:00:00 AM,17:51:56,006,CODE 6
PD22012000003409,West Valley,1017,01/20/2022 12:00:00 AM,17:51:56,930W,WMN
PD22012000003318,Southwest,0392,01/20/2022 12:00:00 AM,17:51:54,600I,INVEST
PD22012000003395,Central,0146,01/20/2022 12:00:00 AM,17:51:39,918M,MALE
PD22012000003421,N Hollywood,1515,01/20/2022 12:00:00 AM,17:51:33,314W,WMN
PD22012000003425,Outside,,01/20/2022 12:00:00 AM,17:51:22,006,CODE 6
PD22012000003330,Topanga,2146,01/20/2022 12:00:00 AM,17:51:18,484PS,POSS SUSP
PD22012000003126,Topanga,2157,01/20/2022 12:00:00 AM,17:51:15,415G,GRP
PD22012000003420,Outside,,01/20/2022 12:00:00 AM,17:49:47,006,CODE 6
PD22012000003335,Hollywood,0657,01/20/2022 12:00:00 AM,17:49:19,50321,RECOVERED STOLEN
PD22012000003178,Hollywood,0676,01/20/2022 12:00:00 AM,17:49:18,459I,INVEST
PD22012000003416,Outside,,01/20/2022 12:00:00 AM,17:49:04,006,CODE 6
PD22012000003412,Outside,,01/20/2022 12:00:00 AM,17:48:32,006,CODE 6
PD22012000003407,Outside,,01/20/2022 12:00:00 AM,17:47:36,902,TRAFFIC STOP
PD22012000003357,West Valley,1008,01/20/2022 12:00:00 AM,17:47:22,242SN,SUSP NOW
PD22012000003406,Outside,,01/20/2022 12:00:00 AM,17:47:19,006,CODE 6
PD22012000003383,Hollywood,0677,01/20/2022 12:00:00 AM,17:47:17,904A,AMB
PD22012000003301,Devonshire,1743,01/20/2022 12:00:00 AM,17:47:01,929M,MAN
PD22012000003404,Outside,,01/20/2022 12:00:00 AM,17:46:41,006,CODE 6
PD22012000003401,Outside,,01/20/2022 12:00:00 AM,17:46:37,006,CODE 6
PD22012000003400,Outside,,01/20/2022 12:00:00 AM,17:46:13,006,CODE 6
PD22012000003397,Southeast,1829,01/20/2022 12:00:00 AM,17:45:37,006,CODE 6
PD22012000003388,Mission,1924,01/20/2022 12:00:00 AM,17:45:29,907A3,AMB ATT SUICIDE
PD22012000003369,Mission,1974,01/20/2022 12:00:00 AM,17:45:28,245SL,SUSP J/L
PD22012000003396,Outside,,01/20/2022 12:00:00 AM,17:45:26,006,CODE 6
PD22012000003385,Newton,1307,01/20/2022 12:00:00 AM,17:44:44,620D,DOM VIOL
PD22012000003392,Outside,,01/20/2022 12:00:00 AM,17:44:19,006,CODE 6
PD22012000003267,Pacific,1453,01/20/2022 12:00:00 AM,17:44:04,242DS,DOM VIOL SUSP
PD22012000003387,Outside,,01/20/2022 12:00:00 AM,17:43:34,006,CODE 6
PD22012000003329,Hollywood,0646,01/20/2022 12:00:00 AM,17:43:33,1101,NARCOTIC ACTIVITY
PD22012000003227,Hollywood,0646,01/20/2022 12:00:00 AM,17:43:27,921C,COMPLAINT
PD22012000003386,Outside,,01/20/2022 12:00:00 AM,17:43:15,902,TRAFFIC STOP
PD22012000003382,Outside,,01/20/2022 12:00:00 AM,17:42:13,006,CODE 6
PD22012000003381,Outside,,01/20/2022 12:00:00 AM,17:42:12,006,CODE 6
PD22012000003380,Outside,,01/20/2022 12:00:00 AM,17:42:08,006,CODE 6
PD22012000003332,Olympic,2079,01/20/2022 12:00:00 AM,17:41:57,9073,ATT SUICIDE
PD22012000003378,Outside,,01/20/2022 12:00:00 AM,17:41:51,006,CODE 6
PD22012000003377,Outside,,01/20/2022 12:00:00 AM,17:41:49,006,CODE 6
PD22012000003376,Outside,,01/20/2022 12:00:00 AM,17:41:40,006,CODE 6
PD22012000003298,Southeast,1862,01/20/2022 12:00:00 AM,17:41:37,918AF,AMB FEM
PD22012000003375,Outside,,01/20/2022 12:00:00 AM,17:41:24,006,CODE 6
PD22012000003360,Mission,1982,01/20/2022 12:00:00 AM,17:41:22,245SN,SUSP NOW
PD22012000003314,Van Nuys,0964,01/20/2022 12:00:00 AM,17:41:17,415M,MAN
PD22012000003374,Hollenbeck,0466,01/20/2022 12:00:00 AM,17:41:14,902,TRAFFIC STOP
PD22012000003277,Van Nuys,0935,01/20/2022 12:00:00 AM,17:41:11,484I,INVEST
PD22012000003370,Outside,,01/20/2022 12:00:00 AM,17:40:18,902,TRAFFIC STOP
PD22012000003305,77th Street,1268,01/20/2022 12:00:00 AM,17:39:32,907P3,POSS ATT SUICIDE
PD22012000003354,Van Nuys,0981,01/20/2022 12:00:00 AM,17:39:31,415W,WOMAN
PD22012000003366,Outside,,01/20/2022 12:00:00 AM,17:39:11,006,CODE 6
PD22012000003365,Outside,,01/20/2022 12:00:00 AM,17:39:05,006,CODE 6
PD22012000003363,Outside,,01/20/2022 12:00:00 AM,17:38:25,902,TRAFFIC STOP
PD22012000003362,Harbor,0501,01/20/2022 12:00:00 AM,17:38:16,006,CODE 6
PD22012000003064,Central,0153,01/20/2022 12:00:00 AM,17:38:11,507R,RADIO
PD22012000003361,Outside,,01/20/2022 12:00:00 AM,17:38:09,006,CODE 6
PD22012000003358,Outside,,01/20/2022 12:00:00 AM,17:37:58,902,TRAFFIC STOP
PD22012000003344,Olympic,2069,01/20/2022 12:00:00 AM,17:37:50,918M,MALE
PD22012000003350,Newton,1333,01/20/2022 12:00:00 AM,17:37:21,422,CRIMINAL THREATS
PD22012000003240,Northeast,1145,01/20/2022 12:00:00 AM,17:37:00,484PSN,POSS SUSP NOW
PD22012000003353,Outside,,01/20/2022 12:00:00 AM,17:36:49,006,CODE 6
PD22012000003313,N Hollywood,1538,01/20/2022 12:00:00 AM,17:36:10,242S,SUSP
PD22012000003291,Harbor,0524,01/20/2022 12:00:00 AM,17:35:58,927AD,AMB D/B
PD22012000003348,Outside,,01/20/2022 12:00:00 AM,17:35:53,902,TRAFFIC STOP
PD22012000003345,Outside,,01/20/2022 12:00:00 AM,17:35:06,006,CODE 6
PD22012000003343,Outside,,01/20/2022 12:00:00 AM,17:34:28,006,CODE 6
PD22012000003342,Outside,,01/20/2022 12:00:00 AM,17:34:16,006,CODE 6
PD22012000003340,Outside,,01/20/2022 12:00:00 AM,17:34:12,006,CODE 6
PD22012000003310,Wilshire,0722,01/20/2022 12:00:00 AM,17:34:10,242S,SUSP
PD22012000003339,Southeast,1802,01/20/2022 12:00:00 AM,17:33:58,006,CODE 6
PD22012000003336,Outside,,01/20/2022 12:00:00 AM,17:33:16,006,CODE 6
PD22012000003334,Outside,,01/20/2022 12:00:00 AM,17:32:06,006,CODE 6
PD22012000003331,Outside,,01/20/2022 12:00:00 AM,17:31:45,006,CODE 6
PD22012000003297,Devonshire,1735,01/20/2022 12:00:00 AM,17:31:12,4591SN,BFV SUSP NOW
PD22012000003326,Outside,,01/20/2022 12:00:00 AM,17:31:00,006,CODE 6
PD22012000003325,Pacific,1412,01/20/2022 12:00:00 AM,17:30:49,006,CODE 6
PD22012000003324,Newton,1303,01/20/2022 12:00:00 AM,17:30:42,902,TRAFFIC STOP
PD22012000003213,Topanga,2133,01/20/2022 12:00:00 AM,17:30:36,9285,NARCO
PD22012000003160,Southeast,1838,01/20/2022 12:00:00 AM,17:30:36,245S,SUSP
PD22012000003321,Outside,,01/20/2022 12:00:00 AM,17:30:16,006,CODE 6
PD22012000003320,Outside,,01/20/2022 12:00:00 AM,17:30:05,006,CODE 6
PD22012000003257,Olympic,2024,01/20/2022 12:00:00 AM,17:30:04,620L,LANDLORD/TENANT
PD22012000003319,Outside,,01/20/2022 12:00:00 AM,17:29:52,902,TRAFFIC STOP
PD22012000003315,Outside,,01/20/2022 12:00:00 AM,17:28:55,006,CODE 6
PD22012000003299,Devonshire,1723,01/20/2022 12:00:00 AM,17:28:33,904A,AMB
PD22012000003159,Van Nuys,0941,01/20/2022 12:00:00 AM,17:28:30,9212,TRESPASS SUSP
PD22012000003237,Van Nuys,0943,01/20/2022 12:00:00 AM,17:28:25,507A,AUTO REPAIR
PD22012000003312,Outside,,01/20/2022 12:00:00 AM,17:28:23,006,CODE 6
PD22012000003311,Outside,,01/20/2022 12:00:00 AM,17:28:21,006,CODE 6
PD22012000003308,Outside,,01/20/2022 12:00:00 AM,17:28:04,902,TRAFFIC STOP
PD22012000003101,Wilshire,0711,01/20/2022 12:00:00 AM,17:27:43,415M,MAN
PD22012000003164,Van Nuys,0985,01/20/2022 12:00:00 AM,17:27:42,9049,REFUSING ID
PD22012000003185,Central,0145,01/20/2022 12:00:00 AM,17:27:20,9212,TRESPASS SUSP
PD22012000003300,Outside,,01/20/2022 12:00:00 AM,17:26:50,006,CODE 6
PD22012000003290,Northeast,1177,01/20/2022 12:00:00 AM,17:26:03,245SN,SUSP NOW
PD22012000003285,Newton,1333,01/20/2022 12:00:00 AM,17:25:40,904AP,AMB PEDESTRIAN INVOL
PD22012000003295,Outside,,01/20/2022 12:00:00 AM,17:25:33,006,CODE 6
PD22012000003293,Outside,,01/20/2022 12:00:00 AM,17:25:24,902,TRAFFIC STOP
PD22012000003278,Hollywood,0628,01/20/2022 12:00:00 AM,17:24:59,594SN,SUSP NOW
PD22012000003289,Southeast,1834,01/20/2022 12:00:00 AM,17:24:49,006,CODE 6
PD22012000003288,Olympic,2079,01/20/2022 12:00:00 AM,17:24:48,006,CODE 6
PD22012000003287,Outside,,01/20/2022 12:00:00 AM,17:24:21,006,CODE 6
PD22012000003286,Outside,,01/20/2022 12:00:00 AM,17:24:19,006,CODE 6
PD22012000003276,Mission,1963,01/20/2022 12:00:00 AM,17:23:53,2884SN,ABUSE SUSP NOW
PD22012000003284,Outside,,01/20/2022 12:00:00 AM,17:23:51,006,CODE 6
PD22012000003283,Outside,,01/20/2022 12:00:00 AM,17:23:36,006,CODE 6
PD22012000003231,Southwest,0375,01/20/2022 12:00:00 AM,17:23:31,415W,WOMAN
PD22012000003266,Hollywood,0636,01/20/2022 12:00:00 AM,17:23:29,459S,SUSP
PD22012000003282,Outside,,01/20/2022 12:00:00 AM,17:23:11,006,CODE 6
PD22012000003281,Outside,,01/20/2022 12:00:00 AM,17:23:07,006,CODE 6
PD22012000003239,77th Street,1267,01/20/2022 12:00:00 AM,17:22:21,620F,FAMILY
PD22012000003274,Central,0147,01/20/2022 12:00:00 AM,17:22:20,904AP,AMB PEDESTRIAN INVOL
PD22012000003273,West LA,0881,01/20/2022 12:00:00 AM,17:21:55,459SV,HOTPROWL
PD22012000003207,Topanga,2175,01/20/2022 12:00:00 AM,17:21:01,918M,MALE
PD22012000003272,Outside,,01/20/2022 12:00:00 AM,17:20:33,902,TRAFFIC STOP
PD22012000003216,Harbor,0541,01/20/2022 12:00:00 AM,17:20:20,907A2,AMB O/D
PD22012000003268,Central,0124,01/20/2022 12:00:00 AM,17:20:12,921S,SUSP
PD22012000003270,Outside,,01/20/2022 12:00:00 AM,17:20:05,006,CODE 6
PD22012000003269,Outside,,01/20/2022 12:00:00 AM,17:20:05,006,CODE 6
PD22012000003184,West Valley,1043,01/20/2022 12:00:00 AM,17:19:45,507R,RADIO
PD22012000003193,West Valley,1015,01/20/2022 12:00:00 AM,17:19:38,415G,GRP
PD22012000003263,Outside,,01/20/2022 12:00:00 AM,17:18:39,006,CODE 6
PD22012000003250,Van Nuys,0926,01/20/2022 12:00:00 AM,17:18:35,904A,AMB
PD22012000003248,77th Street,1239,01/20/2022 12:00:00 AM,17:18:16,484P2S,POSS GRAND THEFT SUS
PD22012000003259,Northeast,1113,01/20/2022 12:00:00 AM,17:18:12,006,CODE 6
PD22012000003258,Outside,,01/20/2022 12:00:00 AM,17:18:09,006,CODE 6
PD22012000003214,Devonshire,1708,01/20/2022 12:00:00 AM,17:18:05,9043,CPI
PD22012000003256,Outside,,01/20/2022 12:00:00 AM,17:17:49,006,CODE 6
PD22012000003254,Outside,,01/20/2022 12:00:00 AM,17:17:41,006,CODE 6
PD22012000003252,Outside,,01/20/2022 12:00:00 AM,17:17:18,006,CODE 6
PD22012000003251,Southeast,1821,01/20/2022 12:00:00 AM,17:17:12,006,CODE 6
PD22012000003194,West Valley,1034,01/20/2022 12:00:00 AM,17:16:58,242D,DOM VIOL
PD22012000003249,Outside,,01/20/2022 12:00:00 AM,17:16:10,902,TRAFFIC STOP
PD22012000003157,Foothill,1658,01/20/2022 12:00:00 AM,17:16:05,918AF,AMB FEM
PD22012000003247,77th Street,1269,01/20/2022 12:00:00 AM,17:15:51,006,CODE 6
PD22012000003246,Outside,,01/20/2022 12:00:00 AM,17:15:45,006,CODE 6
PD22012000003245,Outside,,01/20/2022 12:00:00 AM,17:15:39,006,CODE 6
PD22012000003206,West Valley,1039,01/20/2022 12:00:00 AM,17:15:32,245S,SUSP
PD22012000003235,Newton,1341,01/20/2022 12:00:00 AM,17:15:32,211X,I/P
PD22012000003243,Outside,,01/20/2022 12:00:00 AM,17:15:28,006,CODE 6
PD22012000003242,Outside,,01/20/2022 12:00:00 AM,17:15:18,006,CODE 6
PD22012000003238,Outside,,01/20/2022 12:00:00 AM,17:14:41,006,CODE 6
PD22012000003236,Outside,,01/20/2022 12:00:00 AM,17:14:31,006,CODE 6
PD22012000003210,Mission,1954,01/20/2022 12:00:00 AM,17:14:25,9212,TRESPASS SUSP
PD22012000003222,N Hollywood,1538,01/20/2022 12:00:00 AM,17:14:13,415M,MAN
PD22012000003224,77th Street,1265,01/20/2022 12:00:00 AM,17:14:09,906R,ROBBERY (211 SILENT)
PD22012000003228,Northeast,1157,01/20/2022 12:00:00 AM,17:14:07,415J,JUV
PD22012000003233,Outside,,01/20/2022 12:00:00 AM,17:14:06,006,CODE 6
PD22012000003232,Outside,,01/20/2022 12:00:00 AM,17:14:00,006,CODE 6
PD22012000003215,Central,0144,01/20/2022 12:00:00 AM,17:13:52,900,UNKNOWN TROUBLE
PD22012000003229,Outside,,01/20/2022 12:00:00 AM,17:13:40,006,CODE 6
PD22012000003226,Outside,,01/20/2022 12:00:00 AM,17:12:45,006,CODE 6
PD22012000003225,Outside,,01/20/2022 12:00:00 AM,17:12:43,006,CODE 6
PD22012000003223,Outside,,01/20/2022 12:00:00 AM,17:12:37,006,CODE 6
PD22012000003197,Foothill,1638,01/20/2022 12:00:00 AM,17:12:03,904A,AMB
PD22012000003187,Van Nuys,0979,01/20/2022 12:00:00 AM,17:11:20,459TSL,ATT SUSP J/L
PD22012000003143,Central,0123,01/20/2022 12:00:00 AM,17:10:24,314M,MAN
PD22012000003212,Outside,,01/20/2022 12:00:00 AM,17:10:19,006,CODE 6
PD22012000003173,West Valley,1034,01/20/2022 12:00:00 AM,17:10:18,511,RECKLESS DRIVER
PD22012000003208,Outside,,01/20/2022 12:00:00 AM,17:09:22,006,CODE 6
PD22012000003200,Foothill,1623,01/20/2022 12:00:00 AM,17:09:16,620FR,FAMILY R/O
PD22012000003205,Outside,,01/20/2022 12:00:00 AM,17:09:08,902,TRAFFIC STOP
PD22012000003171,Northeast,1162,01/20/2022 12:00:00 AM,17:09:03,415M,MAN
PD22012000003203,Outside,,01/20/2022 12:00:00 AM,17:08:59,006,CODE 6
PD22012000003191,Hollywood,0621,01/20/2022 12:00:00 AM,17:08:59,906B1,CODE 30 RINGER
PD22012000003202,Outside,,01/20/2022 12:00:00 AM,17:08:55,902,TRAFFIC STOP
PD22012000003201,Outside,,01/20/2022 12:00:00 AM,17:08:49,006,CODE 6
PD22012000003199,Outside,,01/20/2022 12:00:00 AM,17:08:15,006,CODE 6
PD22012000003198,Rampart,0256,01/20/2022 12:00:00 AM,17:08:11,006,CODE 6
PD22012000003195,N Hollywood,1512,01/20/2022 12:00:00 AM,17:08:10,245PFJ,POSS SHOTS FIRED J/O
PD22012000003196,Wilshire,0755,01/20/2022 12:00:00 AM,17:07:37,006,CODE 6
PD22012000003186,Topanga,2143,01/20/2022 12:00:00 AM,17:07:36,904A,AMB
PD22012000003188,Southeast,1826,01/20/2022 12:00:00 AM,17:07:22,459TSN,ATT SUSP NOW
PD22012000003192,Northeast,1137,01/20/2022 12:00:00 AM,17:06:58,006,CODE 6
PD22012000003190,Outside,,01/20/2022 12:00:00 AM,17:06:24,006,CODE 6
PD22012000003189,Outside,,01/20/2022 12:00:00 AM,17:05:49,006,CODE 6
PD22012000003019,Harbor,0521,01/20/2022 12:00:00 AM,17:05:13,415M,MAN
PD22012000003172,Pacific,1463,01/20/2022 12:00:00 AM,17:04:56,930W,WMN
PD22012000003182,Outside,,01/20/2022 12:00:00 AM,17:04:41,006,CODE 6
PD22012000003119,Harbor,0557,01/20/2022 12:00:00 AM,17:04:41,9212,TRESPASS SUSP
PD22012000003179,Harbor,0514,01/20/2022 12:00:00 AM,17:04:15,902,TRAFFIC STOP
PD22012000003177,Outside,,01/20/2022 12:00:00 AM,17:04:11,006,CODE 6
PD22012000003176,Mission,1998,01/20/2022 12:00:00 AM,17:04:06,902,TRAFFIC STOP
PD22012000003175,Outside,,01/20/2022 12:00:00 AM,17:03:42,006,CODE 6
PD22012000003169,Southeast,1827,01/20/2022 12:00:00 AM,17:02:53,006,CODE 6
PD22012000003168,Newton,1303,01/20/2022 12:00:00 AM,17:02:51,006,CODE 6
PD22012000003167,Outside,,01/20/2022 12:00:00 AM,17:02:50,006,CODE 6
PD22012000003030,Harbor,0563,01/20/2022 12:00:00 AM,17:02:17,503P1,POSS STOLEN
PD22012000003165,Outside,,01/20/2022 12:00:00 AM,17:02:16,006,CODE 6
PD22012000003163,Outside,,01/20/2022 12:00:00 AM,17:02:11,006,CODE 6
PD22012000003150,Topanga,2106,01/20/2022 12:00:00 AM,17:01:44,620DR,DOM VIOL R/O
PD22012000003162,Outside,,01/20/2022 12:00:00 AM,17:01:37,006,CODE 6
PD22012000003161,Outside,,01/20/2022 12:00:00 AM,17:01:35,006,CODE 6
PD22012000003149,Newton,1317,01/20/2022 12:00:00 AM,17:01:25,245X,I/P
PD22012000003158,Outside,,01/20/2022 12:00:00 AM,17:01:19,006,CODE 6
PD22012000003086,Central,0111,01/20/2022 12:00:00 AM,17:01:02,7203,FD
PD22012000003151,Devonshire,1794,01/20/2022 12:00:00 AM,17:00:56,459SN,SUSP NOW
PD22012000003154,Outside,,01/20/2022 12:00:00 AM,17:00:18,006,CODE 6
PD22012000003153,Outside,,01/20/2022 12:00:00 AM,17:00:17,902,TRAFFIC STOP
PD22012000003152,Outside,,01/20/2022 12:00:00 AM,17:00:13,006,CODE 6
PD22012000003139,Newton,1362,01/20/2022 12:00:00 AM,16:59:10,211J,J/O
PD22012000003137,Van Nuys,0974,01/20/2022 12:00:00 AM,16:58:58,9053,VICIOUS
PD22012000003147,Outside,,01/20/2022 12:00:00 AM,16:58:57,006,CODE 6
PD22012000003145,Outside,,01/20/2022 12:00:00 AM,16:58:26,006,CODE 6
PD22012000003144,Outside,,01/20/2022 12:00:00 AM,16:57:59,006,CODE 6
PD22012000002866,Pacific,1487,01/20/2022 12:00:00 AM,16:57:31,9212,TRESPASS SUSP
PD22012000003141,Outside,,01/20/2022 12:00:00 AM,16:57:28,006,CODE 6
PD22012000003140,Outside,,01/20/2022 12:00:00 AM,16:57:28,006,CODE 6
PD22012000003124,Wilshire,0742,01/20/2022 12:00:00 AM,16:57:14,906R,ROBBERY (211 SILENT)
PD22012000003129,Devonshire,1767,01/20/2022 12:00:00 AM,16:56:50,415G,GRP
PD22012000003131,Devonshire,1781,01/20/2022 12:00:00 AM,16:56:24,422SN,CRIMINAL THREATS SUS
PD22012000003135,Outside,,01/20/2022 12:00:00 AM,16:56:10,006,CODE 6
PD22012000003134,Outside,,01/20/2022 12:00:00 AM,16:56:01,006,CODE 6
PD22012000003133,Outside,,01/20/2022 12:00:00 AM,16:55:57,006,CODE 6
PD22012000003132,Pacific,1467,01/20/2022 12:00:00 AM,16:55:39,006,CODE 6
PD22012000003061,West Valley,1027,01/20/2022 12:00:00 AM,16:55:35,368PI,ELDER/DEPENDENT ADUL
PD22012000003130,Olympic,2014,01/20/2022 12:00:00 AM,16:55:00,006,CODE 6
PD22012000003047,West LA,0831,01/20/2022 12:00:00 AM,16:54:53,415M,MAN
PD22012000003118,77th Street,1203,01/20/2022 12:00:00 AM,16:54:12,9073,ATT SUICIDE
PD22012000003117,Northeast,1149,01/20/2022 12:00:00 AM,16:54:04,459I,INVEST
PD22012000003128,West Valley,1033,01/20/2022 12:00:00 AM,16:53:58,006,CODE 6
PD22012000003098,Harbor,0515,01/20/2022 12:00:00 AM,16:53:38,9043,CPI
PD22012000003127,Central,0185,01/20/2022 12:00:00 AM,16:53:32,006,CODE 6
PD22012000003125,Outside,,01/20/2022 12:00:00 AM,16:53:18,006,CODE 6
PD22012000003121,Northeast,1183,01/20/2022 12:00:00 AM,16:52:07,415W,WOMAN
PD22012000003120,Outside,,01/20/2022 12:00:00 AM,16:51:06,006,CODE 6
PD22012000003116,Outside,,01/20/2022 12:00:00 AM,16:50:57,006,CODE 6
PD22012000003115,Outside,,01/20/2022 12:00:00 AM,16:50:55,006,CODE 6
PD22012000003114,Outside,,01/20/2022 12:00:00 AM,16:50:52,902,TRAFFIC STOP
PD22012000003112,Outside,,01/20/2022 12:00:00 AM,16:50:46,006,CODE 6
PD22012000002740,Van Nuys,0984,01/20/2022 12:00:00 AM,16:50:39,415G,GRP
PD22012000003110,Outside,,01/20/2022 12:00:00 AM,16:50:34,006,CODE 6
PD22012000003106,N Hollywood,1586,01/20/2022 12:00:00 AM,16:50:25,415W,WOMAN
PD22012000003089,77th Street,1233,01/20/2022 12:00:00 AM,16:49:55,906B1,CODE 30 RINGER
PD22012000003107,Outside,,01/20/2022 12:00:00 AM,16:49:33,902,TRAFFIC STOP
PD22012000003105,Olympic,2053,01/20/2022 12:00:00 AM,16:49:16,006,CODE 6
PD22012000003046,Topanga,2126,01/20/2022 12:00:00 AM,16:48:29,50321,RECOVERED STOLEN
PD22012000003104,Outside,,01/20/2022 12:00:00 AM,16:48:10,006,CODE 6
PD22012000003103,Outside,,01/20/2022 12:00:00 AM,16:48:03,006,CODE 6
PD22012000003097,Southwest,0363,01/20/2022 12:00:00 AM,16:47:56,900,UNKNOWN TROUBLE
PD22012000003102,Outside,,01/20/2022 12:00:00 AM,16:47:52,006,CODE 6
PD22012000003100,Outside,,01/20/2022 12:00:00 AM,16:47:49,006,CODE 6
PD22012000003099,Outside,,01/20/2022 12:00:00 AM,16:47:41,006,CODE 6
PD22012000003032,Central,0147,01/20/2022 12:00:00 AM,16:46:39,242J,J/O
PD22012000003096,Hollenbeck,0468,01/20/2022 12:00:00 AM,16:46:18,902,TRAFFIC STOP
PD22012000003095,Outside,,01/20/2022 12:00:00 AM,16:45:43,006,CODE 6
PD22012000003090,Southeast,1826,01/20/2022 12:00:00 AM,16:45:34,245PSN,POSS SUSP NOW
PD22012000003094,Outside,,01/20/2022 12:00:00 AM,16:45:19,006,CODE 6
PD22012000003092,Outside,,01/20/2022 12:00:00 AM,16:45:15,006,CODE 6
PD22012000003088,Outside,,01/20/2022 12:00:00 AM,16:44:04,006,CODE 6
PD22012000003087,Outside,,01/20/2022 12:00:00 AM,16:44:04,006,CODE 6
PD22012000003075,Northeast,1148,01/20/2022 12:00:00 AM,16:43:54,907A3,AMB ATT SUICIDE
PD22012000003041,Southwest,0363,01/20/2022 12:00:00 AM,16:43:42,6201,ROOMMATE
PD22012000003084,West LA,0899,01/20/2022 12:00:00 AM,16:43:19,006,CODE 6
